user_id,pay_days,repay_days
364690563,15,18
364690833,10,10
364690835,10,10
364690873,15,16
364690875,10,12
364690878,15,15
364691198,10,36
364692070,10,10
364692833,10,10
364693510,15,15
364693628,10,55
364693634,10,13
364693865,10,11
364694282,15,16
364694390,15,15
364694406,15,18
364694477,30,61
364694504,15,30
364695529,10,10
364695659,30,30
364695875,15,15
364695971,10,27
364696061,15,34
364696632,30,30
364697005,30,30
364697966,10,20
364697972,15,18
364698138,30,32
364698139,30,38
364698245,15,15
364698333,10,15
364698439,15,31
364698961,30,30
364698982,15,24
364699264,30,47
364699529,15,20
364699534,10,13
364699556,10,24
364699886,15,18
364699913,10,43
364700489,15,33
364700616,15,17
364700658,15,15
364700682,30,32
364700822,15,16
364701219,10,22
364701285,30,30
364702262,10,31
364703149,30,38
364703873,10,13
364704256,15,31
364704843,10,10
364705542,10,10
364706227,10,14
364706631,10,13
364707875,15,15
364708729,15,26
364708749,30,32
364709150,30,30
364709997,10,10
364710083,30,30
364710403,15,20
364710408,30,30
364711296,30,30
364711588,10,55
364711937,15,16
364712230,15,17
364712380,10,10
364713068,10,11
364713128,15,15
364714938,10,11
364716502,10,41
364716707,10,23
364717109,30,30
364718109,15,20
364718238,10,43
364718239,10,57
364718242,15,32
364718279,10,34
364718423,10,10
364719219,10,12
364721146,15,25
364721733,15,18
364722235,15,33
364723264,30,35
364723690,15,15
364724651,30,47
364725017,15,15
364725319,10,64
364725662,15,39
364727576,10,74
364727981,15,17
364728229,10,86
364728568,30,30
364730461,15,15
364730894,30,30
364731303,15,15
364731354,30,30
364731366,30,47
364731489,30,30
364731509,15,15
364731523,10,11
364731554,30,30
364731576,15,15
364732121,30,30
364732195,30,36
364732520,30,30
364732529,15,32
364733723,10,11
364734158,10,98
364734365,30,30
364736731,30,34
364736987,30,30
364737022,10,12
364737852,30,35
364738446,10,10
364738649,30,30
364739773,15,15
364739932,10,44
364741803,15,15
364741945,30,30
364742100,10,58
364742831,30,30
364744880,10,10
364746464,10,25
364747046,30,30
364747060,15,15
364747064,30,34
364747071,30,30
364747129,30,30
364747175,30,33
364747200,30,30
364747229,30,30
364747232,30,30
364747564,10,10
364748447,10,10
364750086,15,45
364750192,30,32
364750552,15,22
364750679,15,34
364750688,10,12
364751070,15,27
364751097,30,38
364751125,15,16
364751140,15,15
364751663,15,15
364751672,15,19
364753373,15,15
364753546,15,15
364753549,30,43
364753558,10,10
364753605,10,31
364753818,15,16
364753862,10,126
364755176,10,52
364755185,10,96
364755565,15,15
364755756,10,16
364755785,30,35
364755847,10,10
364755866,10,31
364755867,10,22
364756515,10,15
364756517,30,30
364756555,30,30
364756558,10,10
364756818,10,11
364756855,15,18
364756859,15,16
364756901,30,46
364756909,30,46
364759111,15,15
364760010,15,15
364760483,10,63
364761920,15,18
364761928,10,10
364762237,15,16
364762689,15,28
364763102,30,31
364765206,15,19
364765466,10,40
364765800,10,10
364766697,10,17
364766925,90,93
364767752,30,46
364768043,30,35
364768282,10,12
364768313,30,31
364768622,15,22
364768800,10,10
364768988,10,37
364769091,10,20
364769187,10,42
364769264,15,15
364769271,15,17
364769342,15,15
364769755,30,30
364770091,30,30
364770286,15,24
364770606,10,10
364770667,30,30
364771214,15,20
364772111,30,31
364772182,10,25
364772223,15,16
364772350,30,30
364772362,15,16
364772450,10,27
364772473,30,47
364773113,30,60
364774064,30,46
364774172,15,24
364774256,15,18
364774265,15,16
364774430,30,31
364774439,10,10
364774444,10,26
364774481,10,96
364774934,30,46
364776331,15,20
364777222,15,18
364777497,30,30
364777701,30,30
364777972,15,29
364778649,30,30
364778938,30,33
364779032,10,14
364779288,30,30
364779666,15,15
364779871,10,15
364780406,10,11
364780419,10,30
364780981,30,30
364781001,15,15
364781077,15,16
364781113,15,23
364781247,15,16
364781441,10,10
364781870,15,45
364781873,30,30
364782435,15,18
364782526,30,31
364782543,30,30
364782553,15,27
364782571,30,62
364782720,30,34
364782723,10,10
364782792,15,33
364783017,15,26
364784813,15,15
364785279,10,10
364785515,15,17
364785825,10,18
364785918,90,90
364785956,15,15
364786185,10,71
364786458,30,45
364786936,10,13
364787411,30,30
364787473,10,14
364787489,15,15
364787824,30,31
364788017,10,58
364789012,15,34
364789321,10,19
364790206,15,22
364790551,15,15
364792201,15,18
364792699,30,30
364792742,30,30
364792869,10,22
364794189,15,17
364794466,30,30
364794551,15,16
364794991,15,15
364795335,15,15
364795841,15,15
364796734,10,13
364796792,30,39
364796984,30,30
364798524,15,18
364799644,30,31
364799681,10,21
364799709,30,32
364800149,30,30
364801626,15,24
364801737,10,10
364802592,30,30
364803262,15,15
364804150,10,25
364804454,10,10
364804674,10,59
364805174,15,15
364805294,10,27
364806201,10,10
364806385,10,11
364807275,10,47
364807345,30,39
364807599,30,44
364808211,30,31
364808363,30,31
364808663,10,10
364808711,30,31
364810525,15,15
364811859,10,40
364812101,10,11
364813090,10,25
364813474,15,31
364813485,15,15
364813629,30,31
364813930,30,30
364814037,15,22
364814577,10,34
364814822,15,21
364815260,30,77
364815619,30,30
364815735,10,10
364815999,30,31
364816162,30,30
364816842,30,30
364817462,15,16
364818505,10,12
364819034,15,15
364819201,30,50
364819302,10,10
364819336,30,38
364819873,15,17
364820326,30,75
364820422,30,39
364820581,10,29
364820632,10,88
364820916,15,15
364821038,30,46
364821203,10,11
364821211,15,16
364821713,30,31
364822690,30,39
364822914,15,21
364822994,30,30
364823256,30,30
364823544,15,15
364824795,15,24
364824862,10,23
364825173,15,30
364825242,10,60
364825370,10,49
364825475,15,15
364825651,15,15
364825726,15,41
364826292,15,16
364826694,15,15
364826755,10,19
364826837,15,15
364826861,15,19
364827639,10,10
364827644,30,35
364827645,30,30
364827650,15,15
364828453,10,11
364828647,30,36
364828772,30,30
364829088,15,15
364829093,30,30
364829255,15,15
364830680,30,31
364830992,10,31
364831041,10,41
364831262,10,10
364831358,30,56
364831368,30,30
364832455,30,30
364832574,30,30
364832641,15,15
364832656,30,32
364832845,30,124
364832883,10,48
364833975,30,31
364834363,15,15
364834462,15,18
364834784,30,103
364834816,30,35
364835187,10,10
364837676,10,10
364838204,15,18
364838226,10,97
364838247,30,30
364839523,30,34
364839767,30,34
364840165,30,30
364840217,10,72
364840314,10,59
364840686,30,30
364841156,30,30
364841462,30,30
364841680,10,15
364842187,10,10
364844346,10,10
364844682,15,16
364844796,15,15
364845075,30,31
364845185,10,10
364845601,15,16
364845718,10,41
364846108,15,15
364846280,30,30
364846312,15,15
364847480,15,15
364847493,30,30
364847913,30,42
364847965,15,17
364848556,10,10
364848849,30,30
364849202,15,15
364849290,10,10
364849346,10,10
364850396,30,30
364850518,90,90
364850599,15,15
364850901,15,30
364851121,15,17
364851546,30,31
364851883,15,18
364851981,10,81
364852404,15,15
364852581,15,17
364852641,15,68
364852822,30,30
364853216,10,11
364853394,30,31
364853725,30,30
364853831,15,32
364854227,10,12
364854791,30,39
364854835,15,17
364855151,10,32
364855279,30,93
364855402,30,35
364855424,10,11
364856021,10,11
364856112,10,11
364856822,10,28
364856831,15,15
364856950,10,10
364857117,10,45
364857647,30,30
364857685,10,11
364857733,15,38
364858698,15,19
364858762,10,11
364858986,10,36
364859140,15,15
364859558,15,15
364859677,10,14
364859770,10,23
364859841,15,19
364860211,30,32
364860644,10,10
364862029,90,91
364862092,30,48
364862443,15,40
364863242,10,16
364864124,15,32
364864513,30,36
364865814,90,91
364865871,10,13
364866626,30,30
364866720,15,16
364866883,30,31
364867311,10,19
364869380,30,30
364869831,10,11
364870496,10,77
364871457,15,15
364871800,15,15
364872481,10,70
364872692,10,12
364873270,30,60
364873428,30,92
364873740,15,20
364873864,10,13
364875015,10,105
364875682,15,21
364876752,10,10
364876880,15,24
364877467,15,32
364878131,15,15
364878790,15,15
364879791,30,30
364879813,15,41
364880146,30,32
364880322,15,15
364880816,15,15
364881595,10,13
364882899,15,17
364882963,10,26
364883126,15,15
364885278,30,30
364885889,30,30
364885902,10,10
364885904,30,35
364886644,30,30
364886653,10,27
364887211,30,30
364888607,10,10
364888619,10,16
364890928,15,15
364890997,15,15
364891117,30,60
364891204,30,40
364891478,10,20
364891732,30,30
364891821,15,16
364893040,30,40
364893329,15,15
364893640,15,17
364894037,15,15
364894378,15,15
364894650,15,15
364895576,10,62
364895867,10,10
364895891,30,34
364896275,10,24
364896308,15,15
364897082,10,66
364898353,30,33
364899654,15,15
364900006,10,10
364900513,30,42
364900532,10,11
364901126,15,15
364901128,10,10
364903246,30,32
364903938,10,12
364904084,10,10
364904103,15,16
364904130,15,15
364904794,10,94
364904860,30,30
364904916,30,35
364905301,30,31
364905734,15,15
364905918,15,20
364905969,10,10
364906670,15,30
364907146,15,16
364907714,10,21
364907805,15,37
364907836,15,37
364908215,15,15
364908535,15,15
364909066,10,10
364909205,10,76
364909528,15,15
364909617,10,37
364909639,30,30
364909867,15,16
364910076,15,32
364910096,30,30
364910139,15,16
364910967,10,22
364911011,15,15
364911159,15,16
364911189,10,32
364911301,10,10
364912794,10,12
364913309,15,15
364913494,10,71
364913607,30,30
364913763,10,10
364915055,10,36
364915242,10,13
364915977,15,20
364916019,10,12
364916342,10,20
364916982,10,18
364917421,10,10
364917624,15,23
364917679,30,30
364918270,30,86
364919330,30,30
364919348,10,11
364920032,15,16
364920167,30,30
364921457,15,15
364921558,15,17
364922526,30,30
364922572,15,16
364922689,10,41
364923872,30,99
364924085,30,30
364924230,15,29
364925050,10,50
364926368,10,16
364926531,15,20
364926777,10,20
364927331,30,30
364927387,10,28
364927514,90,90
364928249,10,21
364929065,10,12
364929415,15,15
364929431,30,32
364929573,30,31
364929607,30,30
364929856,15,15
364930692,10,28
364931539,10,69
364931763,15,24
364932431,30,41
364932965,15,15
364933878,90,90
364933984,15,15
364934104,30,30
364934470,10,30
364934658,30,30
364935054,15,15
364935117,15,33
364935127,30,30
364935137,30,30
364935181,15,17
364935244,30,30
364936596,15,16
364936911,10,37
364938711,30,37
364938951,30,30
364939334,10,10
364939553,30,34
364939722,30,30
364940093,30,31
364940352,10,24
364940689,15,15
364940900,10,31
364941270,10,28
364941464,30,50
364941468,30,30
364942134,15,15
364942798,10,10
364942942,15,16
364942946,30,31
364942996,30,32
364943021,15,15
364943046,10,58
364943791,10,21
364944196,10,10
364944492,10,10
364945130,30,30
364945146,30,32
364945337,10,10
364945627,30,30
364945646,15,15
364945802,10,29
364946715,30,30
364948295,15,20
364948376,30,47
364948575,30,32
364948649,15,37
364949335,10,21
364949633,15,15
364949840,10,11
364950446,15,15
364951096,10,35
364951176,30,30
364951270,30,41
364952960,15,20
364953478,10,73
364953492,30,31
364954509,10,25
364954991,15,24
364955141,15,17
364955389,10,49
364955420,10,73
364955674,10,40
364955803,30,32
364955921,10,40
364956776,10,41
364956897,30,30
364957177,30,45
364957289,10,57
364957467,30,45
364957500,30,39
364957757,15,22
364958784,10,17
364958997,15,17
364959832,30,30
364959920,10,53
364961466,10,37
364961732,30,30
364962066,30,45
364962268,10,54
364962901,30,30
364963296,30,31
364963425,15,16
364964309,15,15
364964653,15,17
364964962,10,20
364964980,30,45
364965005,15,18
364965459,15,15
364965757,10,10
364966079,30,33
364966524,10,16
364966816,10,15
364967338,30,30
364967417,10,66
364967669,10,50
364967735,15,32
364967855,10,48
364968041,15,20
364968721,10,31
364969379,10,15
364969569,10,51
364969725,30,44
364970062,15,18
364970209,10,69
364970263,15,16
364970507,15,15
364970548,15,17
364970992,10,10
364971053,15,15
364971285,15,15
364971867,10,27
364972355,10,78
364972591,15,34
364972797,15,16
364973675,15,24
364973712,15,32
364973909,15,20
364974001,30,33
364974744,15,43
364974786,10,74
364974815,15,15
364975064,10,10
364975948,10,15
364976276,10,72
364976996,15,15
364977934,15,15
364978150,30,96
364978548,15,19
364978955,30,33
364979713,10,43
364980032,15,16
364980279,10,48
364980791,10,29
364980851,30,30
364981114,30,32
364981679,30,48
364981697,30,36
364982328,10,10
364982492,15,15
364982910,15,16
364983568,90,117
364983809,10,23
364984302,10,49
364984367,30,31
364984433,15,15
364985134,30,34
364985781,10,13
364986295,30,30
364986390,15,16
364987988,10,42
364988010,15,17
364988571,10,10
364989939,15,15
364989993,15,30
364990591,10,31
364991588,10,41
364991847,15,42
364991854,10,67
364992236,10,11
364993010,15,25
364994767,10,40
364994963,15,20
364995148,10,10
364995402,30,30
364996799,15,15
364996915,30,31
364997427,10,10
364998000,10,22
364999298,10,10
365000205,10,31
365000638,30,62
365000760,15,50
365000861,30,35
365001033,15,15
365001167,15,19
365001248,15,18
365001349,15,16
365001607,10,15
365001921,15,15
365002364,30,31
365003106,15,37
365004574,15,18
365005068,10,10
365005184,30,31
365006260,10,11
365006348,30,30
365006613,15,15
365006899,15,21
365008089,10,22
365008373,10,17
365008804,30,60
365009848,10,21
365010714,10,19
365011100,30,45
365011283,10,10
365011308,10,53
365011898,10,10
365014899,10,12
365015515,10,21
365015661,15,25
365015948,15,20
365016444,10,23
365016518,30,30
365017000,15,17
365018075,10,13
365018257,10,53
365018502,15,17
365018769,15,23
365018803,30,30
365020430,15,15
365021442,10,54
365021972,30,31
365022405,15,21
365022459,10,17
365022903,10,69
365023136,10,10
365023402,30,31
365023917,15,40
365024039,15,15
365024167,30,48
365025387,30,30
365027569,10,54
365027796,30,34
365027875,30,35
365028906,30,38
365032042,15,15
365032819,15,17
365032829,30,30
365032851,10,16
365034121,10,103
365035097,30,30
365035707,30,30
365036445,10,10
365036813,15,31
365037767,30,37
365038120,15,31
365038260,30,57
365038506,10,19
365038966,15,15
365039099,15,16
365039252,10,32
365039826,10,14
365040423,10,10
365040493,10,10
365042033,10,37
365042047,15,15
365042140,30,30
365042875,30,67
365043391,15,36
365045446,15,17
365046056,30,30
365046462,30,31
365047525,30,32
365048196,10,32
365048399,15,28
365049028,10,74
365049970,10,32
365050064,15,15
365051359,15,15
365052307,10,27
365052381,15,15
365053031,10,13
365053345,15,15
365055349,10,10
365057626,10,53
365058015,30,30
365058255,15,15
365059112,15,15
365060227,30,30
365060411,30,46
365060471,10,10
365061179,10,86
365061634,10,10
365062227,10,12
365062410,10,37
365062592,30,30
365062671,15,27
365062944,10,17
365063114,30,30
365063445,15,25
365064087,10,38
365064664,15,15
365064732,10,194
365066595,90,120
365066597,15,15
365066607,10,83
365066613,30,34
365066777,30,30
365067906,15,15
365068703,10,33
365069048,10,80
365069174,30,48
365069243,10,11
365069446,30,36
365069509,15,16
365069845,15,16
365069982,30,36
365069990,10,10
365070249,90,90
365070507,30,53
365070986,30,31
365071373,30,30
365072143,30,31
365072411,15,15
365073676,10,33
365074049,30,30
365074071,30,43
365074606,10,14
365075078,10,10
365075358,30,30
365076975,10,20
365077047,30,34
365077926,30,30
365078513,15,15
365078777,10,10
365078780,10,11
365078955,10,19
365079247,30,31
365079512,15,18
365080012,15,15
365080212,15,15
365081526,30,31
365081581,30,41
365082204,10,10
365082423,15,15
365082715,30,30
365082924,15,32
365083911,10,10
365084451,15,21
365084675,10,10
365084750,30,45
365088207,10,40
365088904,10,11
365088920,15,25
365089102,15,22
365089108,10,94
365089154,30,31
365089232,15,15
365089463,30,40
365090657,10,12
365091438,10,64
365091642,15,19
365091674,30,30
365092431,15,28
365092478,30,36
365093191,10,13
365093246,15,19
365093938,10,10
365094329,15,16
365094508,10,11
365094512,10,67
365096248,10,61
365097464,10,49
365099591,10,10
365099620,15,22
365099642,15,39
365100602,10,12
365101692,10,11
365102388,30,30
365102693,15,36
365102846,10,14
365103923,30,35
365104939,15,19
365105721,30,30
365107109,10,38
365107673,10,84
365107821,15,22
365108495,30,60
365108617,10,10
365108842,30,40
365109146,15,15
365109548,30,31
365110025,15,25
365110267,10,26
365111570,15,15
365111730,15,18
365111915,15,18
365112015,10,83
365112145,10,102
365112610,30,47
365112944,10,31
365114072,10,11
365114126,10,15
365114517,10,21
365114692,10,21
365115040,10,11
365115182,30,31
365117595,15,16
365117602,30,30
365117609,15,30
365117631,30,37
365117670,10,25
365117804,15,16
365117956,15,31
365118034,10,10
365118055,10,13
365118068,15,15
365118220,30,30
365118298,10,12
365120818,10,14
365121095,10,10
365121356,30,70
365121911,15,15
365122046,15,20
365122052,30,44
365122214,15,16
365122415,30,32
365123793,30,53
365123935,15,15
365125030,10,10
365125065,30,33
365125122,30,41
365125166,15,16
365125336,10,10
365125365,10,73
365125383,10,42
365125980,30,35
365126730,30,37
365126780,10,13
365126920,30,32
365127335,15,16
365127661,10,59
365130951,30,31
365131074,15,16
365131160,10,112
365131494,15,15
365131669,10,11
365131761,10,59
365131772,30,30
365132227,15,22
365132252,30,30
365132496,10,38
365132606,10,11
365132763,15,15
365132778,30,45
365132819,15,16
365132903,30,31
365132979,15,15
365133037,10,29
365133067,10,54
365133089,30,60
365133105,15,17
365133111,15,15
365133386,15,16
365133400,30,31
365133424,10,10
365133437,10,10
365133438,15,15
365133442,15,16
365133459,10,34
365133499,10,10
365133540,10,38
365133551,30,40
365133557,10,10
365133587,15,18
365133591,10,29
365133593,10,41
365133604,15,15
365133635,15,15
365133637,15,15
365133709,10,12
365133893,15,18
365133895,15,15
365134049,30,31
365134126,15,16
365134145,15,15
365134163,10,11
365134190,30,30
365134216,30,31
365134219,15,26
365134260,10,11
365134306,10,14
365134645,15,15
365134647,15,18
365135427,30,89
365135936,15,16
365136132,15,15
365137035,15,15
365137834,10,10
365138555,10,43
365139260,30,30
365139565,15,15
365139580,15,19
365139655,15,15
365140009,15,15
365140828,15,15
365141147,30,31
365141409,15,15
365141734,10,33
365142390,10,33
365142395,10,15
365142508,15,28
365142881,30,34
365142942,30,31
365143061,15,15
365143195,15,15
365143224,15,20
365144011,15,38
365144219,10,10
365144589,15,20
365144822,30,39
365145118,30,62
365145833,15,15
365146301,30,30
365146731,30,60
365146743,10,24
365146749,10,47
365146894,10,20
365146954,15,15
365147728,10,94
365148793,10,28
365150275,30,30
365150803,30,30
365151460,30,30
365151635,10,54
365152007,10,63
365152486,30,30
365152806,15,15
365152866,10,10
365152919,10,62
365152962,30,30
365153152,30,30
365153304,30,69
365153435,15,15
365153728,30,33
365153946,30,30
365154042,10,35
365154601,10,21
365155133,10,11
365155142,10,10
365155737,15,15
365155772,15,15
365155951,15,15
365157380,30,30
365157519,10,41
365158846,30,30
365158993,30,30
365159150,15,17
365159320,15,15
365159411,30,30
365159793,30,30
365159868,15,34
365160510,30,30
365160914,30,45
365161189,30,58
365161208,30,30
365161284,15,16
365161596,30,32
365161876,15,16
365161979,15,15
365161989,10,10
365162243,15,15
365162251,15,16
365163039,15,18
365163800,10,77
365164274,10,31
365165331,30,31
365165573,15,15
365165824,10,10
365165978,15,16
365166395,15,20
365166412,15,35
365166623,10,17
365166889,10,37
365167971,15,16
365168188,15,16
365169099,10,13
365169700,15,15
365169704,30,30
365170075,10,28
365170250,15,15
365170364,10,65
365171840,30,30
365172594,15,16
365172643,10,66
365172939,10,21
365173436,15,15
365173439,10,31
365174025,10,10
365174039,30,44
365174069,10,63
365176563,15,16
365176564,15,15
365177192,30,60
365179245,30,30
365179912,30,30
365179918,10,27
365179934,15,34
365179952,30,31
365179957,10,33
365180005,15,16
365180059,30,31
365180069,30,30
365180222,15,22
365180315,10,18
365180334,10,39
365180340,15,15
365180474,10,13
365180475,10,94
365181170,15,15
365181421,15,15
365182920,15,26
365183001,15,21
365183049,30,31
365183083,15,31
365183128,10,39
365183331,10,10
365186158,30,31
365186306,10,14
365186363,30,30
365186613,15,39
365187088,15,15
365187342,30,37
365187925,15,21
365188309,30,30
365188397,30,34
365190575,15,16
365190877,10,49
365190953,10,73
365191319,15,25
365191405,15,24
365192027,15,34
365192107,30,30
365192551,15,15
365193448,15,15
365193765,15,23
365194213,10,27
365194324,30,33
365194868,10,18
365195318,30,39
365196220,30,30
365196963,30,35
365196973,10,18
365197049,10,62
365197513,15,16
365198506,15,15
365198923,10,10
365199286,10,10
365199556,10,15
365202188,30,30
365202516,30,39
365202872,15,15
365203356,10,63
365204378,10,35
365204842,30,102
365205601,10,41
365206875,10,10
365207176,10,13
365207303,15,28
365207560,10,11
365208239,15,17
365208331,30,30
365208583,10,100
365208682,90,90
365209640,10,11
365209957,30,30
365210376,10,14
365211001,10,40
365211312,30,97
365211792,10,10
365212054,30,48
365213550,10,81
365213754,10,55
365213971,30,30
365213987,10,10
365214953,30,41
365215016,15,30
365215020,10,10
365216417,10,11
365216593,15,15
365216762,15,16
365217085,10,11
365217174,30,33
365217210,10,55
365217344,15,29
365217664,10,10
365218397,10,85
365219231,30,39
365219765,10,10
365219986,10,41
365220084,30,30
365220119,10,72
365220457,15,15
365220916,15,15
365222003,15,19
365222009,15,15
365222688,30,30
365223081,15,17
365223359,10,10
365223683,10,10
365223985,15,15
365224247,10,11
365224299,15,42
365224317,10,12
365224622,30,30
365224709,10,77
365224716,10,66
365226239,10,11
365226610,30,30
365226630,15,17
365227478,30,31
365227876,10,80
365229444,30,36
365230293,10,13
365230843,30,30
365232495,10,14
365232956,10,10
365234199,30,30
365234207,30,30
365234423,30,30
365234510,30,30
365235049,10,17
365235261,15,17
365236203,15,15
365236324,15,15
365236522,10,12
365237592,10,62
365237613,10,27
365237760,30,34
365238087,30,30
365238121,15,18
365238971,30,40
365239228,10,14
365239358,10,56
365239484,30,32
365239563,15,15
365239814,10,10
365239896,30,104
365240419,15,16
365241701,15,20
365242189,30,33
365242549,15,20
365242663,10,14
365242836,10,10
365243135,15,30
365244977,10,10
365246178,15,15
365247719,15,30
365248369,10,22
365249149,30,30
365249158,15,18
365249255,10,11
365249272,15,15
365249337,30,31
365249359,15,18
365250101,30,30
365250110,10,37
365250112,15,23
365250246,30,30
365250278,30,31
365250298,30,40
365250439,30,31
365250722,10,48
365250808,15,15
365252951,30,33
365253138,10,27
365253146,10,11
365253343,10,15
365253430,10,15
365253437,15,28
365253444,10,11
365253526,10,12
365253617,15,18
365253623,10,10
365253694,30,34
365253717,10,13
365253719,15,16
365253824,10,10
365253846,30,31
365253894,10,10
365253919,10,10
365254585,15,15
365255009,30,33
365255606,30,30
365256992,10,76
365258311,10,11
365258443,15,19
365258602,15,20
365258635,10,118
365259289,15,17
365259318,30,31
365259633,15,15
365260713,15,17
365260724,10,10
365260917,10,10
365261112,15,15
365261122,10,11
365261506,15,32
365263653,15,15
365264333,10,12
365264376,10,75
365264433,10,56
365264435,15,15
365264437,30,30
365264448,30,30
365264454,10,10
365264906,10,100
365264923,10,29
365266102,15,30
365266346,10,10
365266666,10,11
365266867,15,16
365267500,10,10
365269576,30,30
365271872,15,15
365271986,30,30
365272786,15,15
365272898,30,30
365273382,30,30
365273396,15,15
365273938,15,15
365274217,30,30
365274402,10,10
365274503,30,34
365274992,15,15
365275106,30,47
365275208,10,50
365275644,10,12
365275734,15,21
365276198,30,31
365276209,30,40
365276449,10,10
365276483,30,30
365276526,30,35
365276733,15,16
365277001,10,10
365277289,90,90
365279178,30,30
365279183,10,10
365279573,10,12
365280493,15,46
365283684,10,32
365283920,30,35
365283993,15,25
365284423,15,25
365284778,30,30
365285255,30,30
365287475,10,17
365287645,10,20
365288062,10,11
365288629,15,15
365289691,10,12
365289954,10,15
365290021,30,30
365290237,15,15
365290253,15,21
365290433,30,31
365290581,30,30
365290713,10,23
365291115,10,41
365291260,30,31
365291327,10,36
365291343,10,10
365291431,30,47
365291433,10,14
365292004,30,30
365292197,10,16
365292842,30,30
365293624,10,10
365294123,10,16
365294326,15,15
365294354,10,72
365294642,15,16
365294956,15,15
365295511,10,10
365295878,30,30
365299120,30,32
365299405,15,15
365299943,10,20
365300391,15,17
365300431,30,31
365300922,10,37
365301594,30,40
365301699,15,18
365301743,30,30
365302105,30,30
365302608,10,11
365302944,30,30
365303087,15,18
365303809,10,10
365304037,30,31
365304338,30,30
365304695,15,15
365305985,15,33
365306251,15,22
365306716,10,69
365306753,30,36
365306830,15,15
365307396,10,96
365309473,30,30
365310733,15,16
365310967,15,15
365311267,30,30
365311272,15,15
365311531,15,16
365311619,10,20
365312149,15,16
365312259,30,30
365312600,30,30
365314905,10,52
365315561,15,15
365315927,10,27
365315947,10,53
365316312,10,10
365316605,15,15
365316942,10,39
365317012,15,15
365317648,15,15
365317719,30,30
365317888,10,10
365318823,10,10
365319165,15,15
365319256,30,35
365319569,30,30
365319781,15,18
365319827,15,18
365319893,15,15
365320703,15,15
365320993,10,40
365321029,10,14
365321060,15,17
365321558,10,10
365321877,30,30
365323769,15,15
365325150,10,10
365325341,15,18
365325546,30,30
365328273,30,30
365328726,10,27
365329001,15,32
365329800,15,15
365331285,30,33
365331856,10,58
365331863,30,30
365332474,10,16
365332690,30,30
365333342,30,30
365334727,10,32
365334745,30,34
365336588,10,14
365339356,10,51
365341028,15,15
365341411,15,16
365343651,30,30
365344058,10,17
365344443,10,10
365344608,15,15
365347238,30,50
365347305,10,15
365347660,15,15
365348108,10,10
365348497,10,44
365348975,10,89
365349521,15,41
365350018,180,195
365350055,10,33
365350286,15,20
365350573,10,11
365351440,10,24
365351565,10,13
365351597,30,30
365351628,15,15
365352027,30,30
365355113,30,30
365355127,30,37
365355228,10,10
365356420,15,18
365358751,15,15
365359541,30,60
365359714,10,17
365359911,15,33
365360258,10,10
365362359,10,23
365363377,30,31
365365796,30,56
365365824,10,41
365367463,10,12
365368440,30,32
365369160,10,10
365369648,15,15
365369673,30,35
365370421,10,92
365370423,10,10
365370836,15,36
365371194,30,37
365371664,15,15
365374277,10,77
365374379,10,37
365374476,30,43
365376427,30,40
365376429,30,30
365376478,10,62
365376877,10,13
365378606,10,10
365384973,30,31
365385450,30,30
365385474,10,27
365385607,10,10
365385677,10,11
365385702,15,33
365385916,30,30
365385925,15,16
365385944,15,15
365386063,10,11
365388121,10,10
365388846,30,30
365388861,30,31
365388900,15,31
365388970,15,25
365389258,15,15
365389290,15,15
365389388,15,15
365389520,15,15
365391455,30,30
365395342,30,30
365397045,30,30
365397486,15,25
365400789,10,85
365401937,30,30
365402430,10,48
365402970,15,18
365403444,15,15
365403457,10,36
365403616,30,32
365404204,10,50
365404264,10,10
365404528,30,30
365404691,15,15
365405348,30,30
365406177,10,10
365406229,30,33
365406246,10,55
365406266,10,11
365406625,10,10
365406666,10,110
365406766,15,15
365406770,15,15
365407620,10,10
365407906,10,10
365408220,30,37
365408225,10,10
365408226,10,10
365408237,90,90
365408243,30,30
365408301,10,10
365408327,15,15
365408642,10,12
365408776,30,95
365409544,15,15
365409944,15,18
365412035,10,47
365412439,10,10
365412826,15,15
365414116,10,11
365414797,30,31
365415684,30,30
365415934,10,11
365416103,15,15
365416263,10,12
365416369,30,41
365416499,10,115
365416553,15,15
365416620,10,10
365416998,15,17
365417685,10,51
365417714,15,15
365418216,15,17
365418220,30,31
365418917,10,12
365419019,15,15
365419728,15,16
365421142,15,16
365421212,10,51
365422169,30,30
365422395,15,16
365422403,30,30
365422424,30,37
365422612,15,16
365422736,10,22
365422841,15,32
365423410,30,30
365423724,15,16
365423750,15,15
365423929,10,10
365424543,15,15
365424718,10,65
365425579,15,25
365425989,15,15
365427092,15,15
365428326,15,15
365429019,10,17
365429504,10,18
365429733,30,30
365429980,10,13
365430449,10,10
365430583,15,31
365430650,15,15
365430713,30,63
365430941,15,29
365431589,15,16
365431845,30,30
365432800,10,12
365433049,30,30
365433487,10,10
365435016,30,30
365435044,30,34
365436043,10,41
365436201,10,11
365436824,30,35
365436845,15,18
365437519,30,32
365438239,10,47
365438797,30,30
365438834,10,52
365439085,15,15
365439377,10,16
365439633,10,36
365440015,10,12
365440225,10,22
365440488,15,32
365441257,10,11
365441336,30,30
365443029,10,72
365445579,10,88
365446030,15,21
365446953,15,15
365446973,15,16
365448567,10,62
365448591,10,27
365448652,15,16
365448663,10,10
365449766,10,13
365449869,30,30
365450213,10,44
365450214,30,41
365450901,10,12
365451393,15,15
365452585,15,22
