,usage,pay
20983,30,30
20984,90,0
20985,10,30
20986,10,10
20987,30,30
20988,10,18
20989,30,30
20990,10,12
20991,10,14
20992,10,10
20993,30,31
20994,10,13
20995,10,11
20996,30,26
20997,10,10
20998,30,48
20999,10,39
21000,10,10
21001,10,10
21002,10,18
21003,10,10
21004,10,12
21005,30,30
21006,30,29
21007,10,11
21008,10,12
21009,10,10
21010,30,0
21011,10,6
21012,10,43
21013,30,23
21014,30,30
21015,10,34
21016,10,9
21017,30,30
21018,10,8
21019,10,35
21020,10,9
21021,10,16
21022,90,0
21023,10,11
21024,10,6
21025,10,4
21026,30,43
21027,30,32
21028,180,21
21029,10,10
21030,10,26
21031,10,15
21032,10,20
21033,10,10
21034,10,0
21035,30,31
21036,10,10
21037,10,10
21038,30,30
21039,30,29
21040,10,12
21041,10,51
21042,10,9
21043,10,34
21044,10,20
21045,10,10
21046,10,10
21047,30,30
21048,10,51
21049,10,10
21050,10,28
21051,30,32
21052,30,33
21053,30,35
21054,10,13
21055,10,10
21056,10,12
21057,30,30
21058,10,17
21059,10,11
21060,30,32
21061,30,35
21062,10,9
21063,10,10
21064,10,12
21065,10,17
21066,10,12
21067,30,31
21068,10,10
21069,10,7
21070,10,20
21071,10,0
21072,10,10
21073,10,8
21074,10,7
21075,10,10
21076,10,48
21077,10,11
21078,10,8
21079,30,20
21080,30,31
21081,30,52
21082,10,8
21083,10,16
21084,10,10
21085,10,7
21086,10,19
21087,30,21
21088,10,10
21089,10,12
21090,10,7
21091,30,1
21092,10,11
21093,30,31
21094,10,10
21095,10,10
21096,10,10
21097,10,11
21098,10,30
21099,30,30
21100,10,10
21101,10,27
21102,30,38
21103,30,0
21104,10,21
21105,30,1
21106,10,22
21107,30,50
21108,30,30
21109,10,0
21110,10,13
21111,10,1
21112,10,11
21113,30,20
21114,10,3
21115,10,13
21116,10,15
21117,10,14
21118,30,31
21119,10,10
21120,30,30
21121,30,31
21122,10,10
21123,10,10
21124,30,26
21125,10,10
21126,10,10
21127,10,8
21128,10,16
21129,10,12
21130,10,4
21131,10,11
21132,30,31
21133,10,11
21134,10,11
21135,10,12
21136,10,10
21137,10,20
21138,10,10
21139,30,13
21140,30,31
21141,10,10
21142,10,10
21143,10,14
21144,10,13
21145,10,14
21146,10,12
21147,10,12
21148,30,36
21149,10,9
21150,30,29
21151,10,29
21152,10,10
21153,10,21
21154,10,9
21155,10,12
21156,10,10
21157,10,10
21158,10,10
21159,30,14
21160,10,11
21161,10,36
21162,30,24
21163,10,10
21164,30,31
21165,10,10
21166,30,36
21167,15,15
21168,15,17
21169,15,16
21170,15,37
21171,30,30
21172,15,15
21173,30,31
21174,30,31
21175,15,16
21176,30,36
21177,30,0
21178,15,38
21179,15,26
21180,15,17
21181,15,16
21182,15,16
21183,15,0
21184,15,11
21185,15,7
21186,15,15
21187,30,29
21188,15,17
21189,30,44
21190,15,17
21191,15,5
21192,30,34
21193,30,1
21194,15,35
21195,30,27
21196,15,0
21197,30,23
21198,15,36
21199,15,15
21200,30,31
21201,15,0
21202,15,16
21203,30,32
21204,15,18
21205,15,12
21206,30,53
21207,15,15
21208,30,19
21209,15,0
21210,15,16
21211,15,21
21212,30,0
21213,30,29
21214,15,16
21215,15,17
21216,30,30
21217,30,31
21218,15,29
21219,30,30
21220,15,21
21221,15,17
21222,30,30
21223,30,30
21224,15,16
21225,15,20
21226,15,19
21227,15,5
21228,15,22
21229,15,12
21230,15,16
21231,15,6
21232,15,14
21233,30,45
21234,15,17
21235,15,15
21236,15,23
21237,15,33
21238,15,19
21239,15,15
21240,15,22
21241,15,15
21242,15,11
21243,30,28
21244,30,29
21245,30,11
21246,15,19
21247,15,18
21248,15,15
21249,15,20
21250,15,18
21251,15,16
21252,15,16
21253,15,16
21254,30,0
21255,30,17
21256,15,16
21257,15,15
21258,30,30
21259,15,14
21260,30,32
21261,30,31
21262,15,23
21263,15,11
21264,30,25
21265,15,23
21266,15,14
21267,15,22
21268,15,48
21269,30,30
21270,30,31
21271,30,16
21272,30,33
21273,30,30
21274,15,10
21275,30,41
21276,30,27
21277,30,30
21278,30,29
21279,30,35
21280,30,30
21281,15,10
21282,30,30
21283,30,40
21284,15,16
21285,15,29
21286,15,31
21287,30,32
21288,15,26
21289,30,27
21290,15,16
21291,15,14
21292,15,14
21293,30,24
21294,30,29
21295,15,30
21296,15,39
21297,30,29
21298,15,11
21299,15,17
21300,30,31
21301,15,14
21302,15,15
21303,15,18
21304,15,17
21305,15,15
21306,15,49
21307,15,14
21308,15,4
21309,15,15
21310,30,10
21311,30,30
21312,15,19
21313,30,31
21314,30,31
21315,15,38
21316,15,17
21317,15,19
21318,15,15
21319,15,15
21320,15,16
21321,30,30
21322,15,43
21323,30,2
21324,15,12
21325,15,16
21326,15,15
21327,15,11
21328,30,40
21329,15,16
21330,30,29
21331,30,42
21332,15,17
21333,15,14
21334,30,30
21335,30,20
21336,30,31
21337,15,15
21338,15,18
21339,15,14
21340,15,0
21341,15,35
21342,15,35
21343,15,16
21344,15,15
21345,15,16
21346,15,32
21347,30,7
21348,15,3
21349,30,9
21350,30,36
21351,15,40
21352,15,43
21353,30,9
21354,15,17
21355,30,20
21356,15,11
21357,15,8
21358,15,16
21359,30,53
21360,15,22
21361,15,20
21362,30,30
21363,30,34
21364,15,12
21365,30,34
21366,15,16
21367,15,41
21368,30,29
21369,15,16
21370,15,10
21371,15,16
21372,30,30
21373,30,31
21374,30,0
21375,15,22
21376,30,30
21377,15,15
21378,30,25
21379,30,30
21380,30,32
21381,15,46
21382,15,0
21383,30,34
21384,30,29
21385,15,32
21386,15,29
21387,15,14
21388,30,0
21389,30,31
21390,15,17
21391,15,22
21392,15,44
21393,15,9
21394,15,16
21395,15,18
21396,15,15
21397,15,30
21398,15,6
21399,15,16
21400,30,31
21401,15,10
21402,30,40
21403,30,33
21404,30,39
21405,30,23
21406,30,0
21407,15,12
21408,15,15
21409,30,31
21410,30,38
21411,15,15
21412,15,16
21413,30,31
21414,15,19
21415,15,16
21416,30,10
21417,30,31
21418,15,21
21419,15,20
21420,30,48
21421,30,24
21422,15,32
21423,15,16
21424,30,38
21425,15,14
21426,30,33
21427,30,31
21428,15,14
21429,15,13
21430,30,35
21431,15,16
21432,15,15
21433,15,14
21434,30,31
21435,30,29
21436,15,35
21437,15,15
21438,30,31
21439,15,37
21440,15,21
21441,15,15
21442,15,15
21443,30,32
21444,15,16
21445,30,9
21446,30,30
21447,15,16
21448,15,15
21449,15,16
21450,15,15
21451,15,20
21452,15,14
21453,15,14
21454,30,34
21455,15,17
21456,15,14
21457,30,32
21458,15,19
21459,15,27
21460,30,30
21461,30,30
21462,15,15
21463,30,0
21464,30,31
21465,15,18
21466,30,29
21467,30,23
21468,30,37
21469,30,52
21470,15,14
21471,15,15
21472,30,26
21473,30,27
21474,15,27
21475,30,31
21476,30,30
21477,15,15
21478,30,30
21479,15,31
21480,15,13
21481,15,19
21482,15,15
21483,15,14
21484,15,13
21485,30,14
21486,15,1
21487,15,32
21488,30,30
21489,15,7
21490,15,23
21491,30,35
21492,30,31
21493,15,16
21494,15,11
21495,15,0
21496,15,35
21497,15,21
21498,30,30
21499,15,22
21500,30,30
21501,15,16
21502,15,15
21503,15,15
21504,15,13
21505,15,15
21506,15,16
21507,30,31
21508,30,30
21509,30,42
21510,30,32
21511,15,15
21512,30,35
21513,15,10
21514,15,17
21515,15,15
21516,15,15
21517,15,0
21518,15,0
21519,30,30
21520,15,18
21521,15,15
21522,15,15
21523,15,30
21524,15,20
21525,15,15
21526,15,17
21527,15,10
21528,15,22
21529,15,16
21530,15,0
21531,15,43
21532,15,30
21533,30,32
21534,15,0
21535,90,18
21536,30,32
21537,30,27
21538,15,29
21539,15,17
21540,30,29
21541,15,15
21542,30,30
21543,15,7
21544,15,17
21545,30,30
21546,15,10
21547,30,3
21548,30,31
21549,15,16
21550,15,20
21551,15,14
21552,15,17
21553,15,17
21554,30,28
21555,15,15
21556,15,7
21557,15,32
21558,15,15
21559,30,31
21560,15,17
21561,15,15
21562,15,12
21563,15,0
21564,30,52
21565,15,26
21566,30,3
21567,15,21
21568,15,24
21569,30,26
21570,15,7
21571,30,28
21572,15,16
21573,30,27
21574,15,15
21575,30,30
21576,15,20
21577,15,21
21578,30,0
21579,30,26
21580,30,30
21581,15,27
21582,15,24
21583,15,20
21584,15,16
21585,15,14
21586,30,30
21587,15,12
21588,15,0
21589,30,14
21590,15,21
21591,15,16
21592,15,15
21593,30,31
21594,30,0
21595,15,1
21596,15,15
21597,30,27
21598,30,33
21599,30,30
21600,15,38
21601,15,15
21602,15,17
21603,15,17
21604,30,33
21605,15,18
21606,30,26
21607,15,16
21608,30,31
21609,30,27
21610,15,5
21611,30,30
21612,30,4
21613,15,26
21614,15,14
21615,15,7
21616,15,15
21617,15,23
21618,15,13
21619,30,27
21620,30,33
21621,30,25
21622,15,15
21623,15,10
21624,30,30
21625,30,47
21626,15,18
21627,15,21
21628,30,23
21629,15,21
21630,15,15
21631,30,30
21632,15,17
21633,15,15
21634,30,34
21635,15,24
21636,15,5
21637,30,10
21638,30,30
21639,30,0
21640,15,17
21641,30,34
21642,15,13
21643,30,47
21644,15,11
21645,15,17
21646,30,28
21647,30,41
21648,15,14
21649,15,14
21650,30,27
21651,15,15
21652,15,23
21653,15,17
21654,15,21
21655,15,13
21656,15,21
21657,15,49
21658,30,31
21659,15,18
21660,30,30
21661,15,23
21662,15,17
21663,30,18
21664,30,11
21665,15,24
21666,15,17
21667,30,44
21668,15,15
21669,30,0
21670,15,14
21671,15,4
21672,15,15
21673,15,16
21674,15,26
21675,15,16
21676,15,14
21677,15,18
21678,15,20
21679,15,15
21680,15,12
21681,30,10
21682,15,20
21683,30,30
21684,30,27
21685,15,13
21686,15,14
21687,15,15
21688,15,17
21689,30,28
21690,15,15
21691,15,15
21692,15,17
21693,30,31
21694,15,14
21695,15,4
21696,30,29
21697,30,41
21698,15,10
21699,30,31
21700,15,18
21701,15,21
21702,15,14
21703,15,13
21704,30,36
21705,15,0
21706,15,34
21707,15,29
21708,15,15
21709,15,48
21710,15,17
21711,15,17
21712,15,2
21713,15,12
21714,30,25
21715,15,15
21716,15,10
21717,15,17
21718,15,15
21719,15,15
21720,15,14
21721,30,4
21722,15,16
21723,15,21
21724,30,12
21725,30,22
21726,15,28
21727,15,19
21728,30,37
21729,15,17
21730,15,0
21731,30,35
21732,15,9
21733,15,0
21734,30,1
21735,30,31
21736,15,15
21737,15,14
21738,15,17
21739,15,34
21740,30,48
21741,15,15
21742,15,0
21743,15,34
21744,15,25
21745,30,30
21746,15,15
21747,15,35
21748,15,15
21749,15,15
21750,30,31
21751,15,13
21752,30,31
21753,15,19
21754,15,0
21755,15,30
21756,30,31
21757,15,36
21758,15,16
21759,15,34
21760,15,15
21761,15,14
21762,15,11
21763,15,6
21764,15,16
21765,15,26
21766,15,10
21767,30,32
21768,30,0
21769,15,21
21770,15,17
21771,15,21
21772,30,29
21773,15,7
21774,30,2
21775,30,27
21776,15,12
21777,15,20
21778,15,14
21779,15,14
21780,15,48
21781,30,27
21782,30,40
21783,15,14
21784,30,16
21785,15,38
21786,15,17
21787,15,1
21788,30,49
21789,15,18
21790,15,15
21791,30,26
21792,15,21
21793,15,10
21794,30,32
21795,15,12
21796,15,15
21797,15,16
21798,15,11
21799,15,15
21800,15,0
21801,30,24
21802,15,15
21803,30,12
21804,15,24
21805,15,23
21806,15,15
21807,15,9
21808,15,21
21809,15,14
21810,15,21
21811,30,33
21812,15,34
21813,30,36
21814,15,22
21815,15,16
21816,30,33
21817,30,27
21818,30,11
21819,15,30
21820,15,15
21821,30,31
21822,30,21
21823,15,31
21824,30,31
21825,15,15
21826,15,15
21827,30,31
21828,30,29
21829,15,20
21830,30,0
21831,15,16
21832,15,17
21833,15,15
21834,15,15
21835,30,30
21836,15,15
21837,15,24
21838,15,10
21839,30,28
21840,15,15
21841,15,14
21842,15,15
21843,15,17
21844,15,9
21845,30,31
21846,15,15
21847,30,35
21848,15,17
21849,15,21
21850,15,14
21851,30,31
21852,30,30
21853,15,15
21854,15,16
21855,30,31
21856,30,30
21857,15,15
21858,15,18
21859,15,7
21860,15,20
21861,15,12
21862,15,14
21863,30,30
21864,30,28
21865,15,15
21866,15,6
21867,30,31
21868,15,16
21869,30,31
21870,15,14
21871,15,14
21872,15,16
21873,15,13
21874,15,13
21875,30,27
21876,15,15
21877,30,31
21878,15,15
21879,15,14
21880,15,1
21881,30,27
21882,15,1
21883,30,31
21884,30,30
21885,15,26
21886,30,33
21887,15,30
21888,30,20
21889,15,19
21890,30,34
21891,30,28
21892,15,17
21893,15,46
21894,15,14
21895,30,30
21896,15,31
21897,15,16
21898,15,17
21899,15,3
21900,15,21
21901,30,46
21902,30,11
21903,30,32
21904,15,16
21905,15,46
21906,30,37
21907,15,13
21908,30,30
21909,15,16
21910,30,29
21911,15,15
21912,15,15
21913,15,14
21914,15,18
21915,15,14
21916,30,30
21917,15,16
21918,15,26
21919,15,16
21920,15,15
21921,15,13
21922,15,15
21923,15,32
21924,30,30
21925,15,15
21926,15,15
21927,15,15
21928,15,14
21929,30,0
21930,15,15
21931,30,30
21932,30,32
21933,15,21
21934,15,19
21935,30,30
21936,15,13
21937,15,12
21938,15,20
21939,15,32
21940,30,48
21941,30,31
21942,30,34
21943,30,30
21944,15,0
21945,30,35
21946,15,15
21947,30,34
21948,30,0
21949,15,13
21950,15,10
21951,15,16
21952,30,27
21953,30,50
21954,15,9
21955,15,13
21956,30,35
21957,30,22
21958,15,47
21959,15,11
21960,15,14
21961,15,21
21962,15,21
21963,15,1
21964,15,11
21965,30,51
21966,15,13
21967,15,15
21968,30,27
21969,15,48
21970,15,18
21971,15,16
21972,15,12
21973,30,25
21974,15,15
21975,15,15
21976,30,32
21977,30,26
21978,15,15
21979,30,34
21980,15,13
21981,30,30
21982,15,16
21983,30,30
21984,15,14
21985,15,11
21986,30,23
21987,15,26
21988,30,30
21989,30,40
21990,15,35
21991,30,26
21992,30,30
21993,30,45
21994,30,28
21995,30,4
21996,30,35
21997,30,0
21998,30,31
21999,15,23
22000,15,13
22001,15,18
22002,15,16
22003,15,20
22004,30,30
22005,15,18
22006,15,15
22007,30,0
22008,15,11
22009,15,13
22010,15,15
22011,30,41
22012,30,36
22013,30,29
22014,15,14
22015,15,17
22016,15,15
22017,30,0
22018,15,20
22019,30,33
22020,15,21
22021,30,42
22022,15,21
22023,30,30
22024,30,33
22025,15,14
22026,30,20
22027,30,34
22028,15,8
22029,30,31
22030,15,16
22031,30,30
22032,15,13
22033,15,31
22034,15,15
22035,15,16
22036,15,19
22037,30,0
22038,15,15
22039,30,40
22040,30,44
22041,30,34
22042,30,48
22043,15,15
22044,30,32
22045,15,32
22046,30,27
22047,30,31
22048,15,6
22049,30,31
22050,30,44
22051,15,13
22052,15,27
22053,30,28
22054,15,7
22055,15,14
22056,15,13
22057,30,29
22058,15,12
22059,15,13
22060,30,34
22061,90,25
22062,30,40
22063,30,30
22064,15,19
22065,15,15
22066,15,14
22067,30,30
22068,15,24
22069,15,14
22070,15,17
22071,15,7
22072,15,15
22073,30,30
22074,15,10
22075,15,15
22076,15,28
22077,15,16
22078,15,14
22079,30,27
22080,30,47
22081,15,20
22082,30,26
22083,15,17
22084,30,31
22085,15,15
22086,15,31
22087,15,12
22088,15,15
22089,15,12
22090,15,13
22091,30,30
22092,15,13
22093,30,32
22094,15,14
22095,15,15
22096,15,15
22097,15,33
22098,30,43
22099,15,34
22100,15,15
22101,15,17
22102,15,14
22103,15,20
22104,30,42
22105,15,30
22106,30,30
22107,30,45
22108,30,30
22109,15,17
22110,15,16
22111,15,15
22112,30,31
22113,15,31
22114,15,9
22115,15,8
22116,30,30
22117,15,12
22118,15,25
22119,30,30
22120,15,21
22121,15,15
22122,15,32
22123,30,35
22124,30,31
22125,30,31
22126,15,15
22127,15,17
22128,15,15
22129,15,10
22130,15,16
22131,30,32
22132,15,15
22133,30,32
22134,30,31
22135,15,22
22136,15,16
22137,30,30
22138,15,15
22139,15,16
22140,15,0
22141,15,15
22142,15,33
22143,15,4
22144,30,37
22145,15,19
22146,15,34
22147,15,16
22148,30,30
22149,15,18
22150,30,30
22151,30,23
22152,15,7
22153,15,16
22154,30,38
22155,15,48
22156,15,15
22157,15,18
22158,30,31
22159,15,18
22160,15,30
22161,15,21
22162,15,8
22163,30,31
22164,30,31
22165,15,27
22166,15,3
22167,30,29
22168,15,12
22169,30,30
22170,30,39
22171,15,24
22172,15,32
22173,15,12
22174,30,11
22175,15,15
22176,15,16
22177,30,36
22178,15,39
22179,15,31
22180,15,26
22181,15,10
22182,30,32
22183,15,14
22184,15,15
22185,30,20
22186,30,13
22187,15,14
22188,30,30
22189,30,3
22190,30,30
22191,15,13
22192,15,15
22193,30,49
22194,30,21
22195,30,27
22196,30,30
22197,30,31
22198,15,15
22199,30,34
22200,15,16
22201,15,15
22202,15,15
22203,15,14
22204,30,31
22205,15,6
22206,15,14
22207,15,35
22208,30,30
22209,30,31
22210,30,34
22211,30,18
22212,15,17
22213,15,14
22214,30,32
22215,15,6
22216,30,29
22217,15,16
22218,15,7
22219,15,15
22220,30,43
22221,30,10
22222,30,51
22223,15,17
22224,15,43
22225,15,1
22226,15,10
22227,30,27
22228,15,26
22229,30,13
22230,15,42
22231,30,14
22232,15,7
22233,15,15
22234,30,30
22235,15,15
22236,30,31
22237,30,30
22238,15,0
22239,30,0
22240,30,30
22241,30,30
22242,15,22
22243,15,23
22244,15,25
22245,15,16
22246,30,29
22247,15,14
22248,30,31
22249,30,23
22250,15,15
22251,30,29
22252,30,31
22253,15,6
22254,30,10
22255,30,20
22256,15,27
22257,30,20
22258,15,16
22259,15,16
22260,15,40
22261,15,15
22262,15,6
22263,15,17
22264,15,1
22265,15,16
22266,15,31
22267,15,15
22268,15,10
22269,30,32
22270,15,18
22271,15,19
22272,15,16
22273,30,31
22274,15,19
22275,30,24
22276,15,22
22277,30,30
22278,15,37
22279,15,49
22280,15,26
22281,30,18
22282,15,10
22283,15,16
22284,15,13
22285,30,11
22286,30,34
22287,30,36
22288,30,30
22289,15,17
22290,15,21
22291,30,30
22292,30,32
22293,15,13
22294,15,16
22295,30,30
22296,15,13
22297,15,13
22298,30,32
22299,15,15
22300,15,12
22301,15,15
22302,30,27
22303,15,15
22304,30,31
22305,15,15
22306,15,30
22307,15,20
22308,15,13
22309,15,15
22310,15,15
22311,30,30
22312,30,30
22313,30,35
22314,30,30
22315,15,15
22316,15,14
22317,30,30
22318,30,29
22319,15,15
22320,30,10
22321,30,34
22322,15,5
22323,30,34
22324,15,20
22325,15,14
22326,15,15
22327,30,30
22328,15,14
22329,30,2
22330,15,14
22331,30,27
22332,30,4
22333,15,15
22334,30,22
22335,15,15
22336,15,11
22337,30,50
22338,30,34
22339,15,14
22340,30,30
22341,15,3
22342,15,13
22343,30,30
22344,30,26
22345,30,28
22346,30,20
22347,15,17
22348,15,16
22349,15,15
22350,15,15
22351,15,15
22352,15,16
22353,15,20
22354,15,15
22355,15,14
22356,30,30
22357,30,29
22358,30,27
22359,15,6
22360,15,13
22361,30,29
22362,15,51
22363,15,27
22364,15,6
22365,30,21
22366,15,16
22367,15,17
22368,30,30
22369,15,15
22370,15,31
22371,30,31
22372,15,16
22373,30,19
22374,30,30
22375,30,29
22376,30,30
22377,15,15
22378,30,32
22379,15,8
22380,15,12
22381,15,15
22382,30,3
22383,30,41
22384,30,30
22385,15,12
22386,30,36
22387,15,17
22388,15,15
22389,30,31
22390,15,17
22391,15,15
22392,30,22
22393,30,26
22394,15,21
22395,30,29
22396,15,14
22397,15,15
22398,15,13
22399,30,31
22400,15,13
22401,30,31
22402,15,25
22403,15,15
22404,30,30
22405,15,18
22406,30,31
22407,30,45
22408,15,15
22409,30,31
22410,15,16
22411,15,18
22412,15,16
22413,15,19
22414,15,16
22415,30,31
22416,30,46
22417,30,34
22418,30,42
22419,30,20
22420,30,0
22421,15,13
22422,15,15
22423,15,15
22424,15,13
22425,30,0
22426,15,8
22427,15,15
22428,15,14
22429,30,30
22430,30,31
22431,15,15
22432,30,34
22433,15,17
22434,15,22
22435,15,21
22436,30,29
22437,15,24
22438,30,36
22439,15,14
22440,30,30
22441,15,17
22442,15,15
22443,15,18
22444,30,29
22445,15,14
22446,30,39
22447,15,15
22448,15,15
22449,15,15
22450,30,37
22451,30,30
22452,15,14
22453,30,34
22454,90,35
22455,30,27
22456,30,40
22457,15,15
22458,15,10
22459,15,21
22460,15,10
22461,15,19
22462,15,12
22463,30,34
22464,30,30
22465,15,15
22466,30,31
22467,15,15
22468,15,15
22469,30,23
22470,30,49
22471,30,29
22472,30,23
22473,30,47
22474,15,14
22475,30,42
22476,30,34
22477,30,33
22478,30,24
22479,15,18
22480,15,0
22481,30,30
22482,30,31
22483,30,30
22484,15,0
22485,90,0
22486,30,0
22487,30,27
22488,15,48
22489,30,37
22490,15,13
22491,15,15
22492,15,15
22493,30,43
22494,30,27
22495,15,19
22496,15,14
22497,90,1
22498,15,13
22499,30,25
22500,15,10
22501,30,30
22502,30,29
22503,30,30
22504,30,28
22505,15,17
22506,30,31
22507,15,15
22508,30,31
22509,30,18
22510,15,15
22511,15,6
22512,30,29
22513,30,30
22514,15,15
22515,30,30
22516,30,29
22517,30,31
22518,30,30
22519,30,0
22520,15,15
22521,15,21
22522,30,50
22523,15,12
22524,30,29
22525,30,11
22526,30,36
22527,15,27
22528,15,0
22529,15,15
22530,30,31
22531,15,17
22532,30,32
22533,30,1
22534,15,11
22535,30,32
22536,30,27
22537,30,13
22538,15,0
22539,30,32
22540,30,30
22541,15,15
22542,30,31
22543,30,31
22544,15,35
22545,30,28
22546,15,16
22547,15,15
22548,30,34
22549,15,16
22550,30,15
22551,30,25
22552,15,3
22553,30,39
22554,15,34
22555,30,27
22556,15,15
22557,30,30
22558,30,30
22559,15,15
22560,30,34
22561,15,17
22562,30,30
22563,30,32
22564,15,10
22565,15,16
22566,30,30
22567,30,30
22568,15,37
22569,30,29
22570,30,29
22571,30,30
22572,30,30
22573,30,30
22574,15,22
22575,30,39
22576,30,32
22577,30,30
22578,30,31
22579,30,31
22580,30,35
22581,30,27
22582,30,24
22583,30,27
22584,30,27
22585,30,23
22586,15,15
22587,30,27
22588,30,30
22589,30,33
22590,15,29
22591,30,30
22592,30,48
22593,30,42
22594,30,35
22595,30,30
22596,15,1
22597,15,2
22598,30,34
22599,15,44
22600,15,16
22601,30,30
22602,30,31
22603,30,30
22604,15,32
22605,30,26
22606,30,0
22607,30,29
22608,30,30
22609,15,20
22610,15,35
22611,30,4
22612,15,18
22613,15,20
22614,15,11
22615,30,30
22616,15,22
22617,30,30
22618,15,19
22619,15,26
22620,30,33
22621,15,13
22622,30,32
22623,15,15
22624,15,15
22625,30,37
22626,15,16
22627,30,29
22628,30,30
22629,15,15
22630,30,29
22631,30,29
22632,30,30
22633,30,38
22634,30,37
22635,15,15
22636,15,15
22637,30,42
22638,15,15
22639,30,35
22640,30,30
22641,15,10
22642,15,24
22643,30,31
22644,30,27
22645,15,30
22646,15,15
22647,15,16
22648,15,3
22649,15,23
22650,15,23
22651,15,31
22652,15,16
22653,15,15
22654,30,30
22655,30,0
22656,30,0
22657,15,13
22658,30,41
22659,90,11
22660,30,30
22661,30,19
22662,30,31
22663,30,30
22664,15,13
22665,15,20
22666,15,0
22667,30,42
22668,15,38
22669,15,15
22670,15,0
22671,15,33
22672,30,30
22673,15,16
22674,30,30
22675,15,13
22676,15,15
22677,30,30
22678,15,1
22679,30,31
22680,30,32
22681,15,15
22682,15,21
22683,30,36
22684,30,0
22685,15,16
22686,15,22
22687,30,30
22688,30,31
22689,15,15
22690,15,19
22691,15,16
22692,15,6
22693,15,20
22694,30,30
22695,15,36
22696,30,30
22697,30,32
22698,15,30
22699,15,51
22700,30,22
22701,30,24
22702,15,28
22703,15,14
22704,15,30
22705,15,16
22706,15,13
22707,30,36
22708,30,30
22709,30,36
22710,15,13
22711,30,31
22712,15,26
22713,15,15
22714,30,21
22715,30,5
22716,30,40
22717,30,28
22718,15,16
22719,15,26
22720,15,16
22721,30,0
22722,30,50
22723,15,14
22724,30,27
22725,15,15
22726,30,30
22727,15,20
22728,15,15
22729,15,15
22730,15,8
22731,30,29
22732,15,10
22733,15,1
22734,30,23
22735,15,14
22736,15,5
22737,15,9
22738,30,28
22739,30,6
22740,30,29
22741,15,14
22742,30,30
22743,30,46
22744,15,7
22745,30,53
22746,30,26
22747,30,30
22748,15,16
22749,15,15
22750,15,31
22751,15,17
22752,15,17
22753,15,21
22754,15,16
22755,15,15
22756,30,31
22757,15,15
22758,30,2
22759,15,14
22760,15,18
22761,30,29
22762,15,33
22763,15,20
22764,30,28
22765,30,31
22766,15,4
22767,15,26
22768,30,28
22769,30,28
22770,30,38
22771,30,30
22772,15,18
22773,15,17
22774,30,30
22775,30,5
22776,15,14
22777,15,6
22778,15,15
22779,15,30
22780,15,15
22781,30,0
22782,15,19
22783,30,29
22784,15,15
22785,30,34
22786,30,29
22787,30,33
22788,30,34
22789,15,11
22790,15,9
22791,15,18
22792,30,32
22793,30,32
22794,15,27
22795,15,47
22796,30,30
22797,15,16
22798,30,30
22799,15,15
22800,30,5
22801,30,0
22802,30,9
22803,30,31
22804,15,15
22805,30,34
22806,15,27
22807,15,14
22808,15,20
22809,15,18
22810,15,16
22811,30,31
22812,15,39
22813,30,33
22814,15,17
22815,15,25
22816,30,32
22817,30,32
22818,15,16
22819,15,18
22820,15,16
22821,15,14
22822,30,30
22823,15,16
22824,30,31
22825,15,16
22826,15,30
22827,15,10
22828,15,35
22829,15,0
22830,30,30
22831,15,12
22832,30,31
22833,15,27
22834,15,22
22835,15,22
22836,15,11
22837,15,16
22838,15,0
22839,30,31
22840,30,20
22841,30,31
22842,30,29
22843,15,23
22844,15,24
22845,15,8
22846,15,21
22847,30,29
22848,15,34
22849,30,33
22850,30,36
22851,15,16
22852,15,20
22853,15,15
22854,30,32
22855,15,15
22856,30,34
22857,30,29
22858,15,19
22859,30,29
22860,15,18
22861,15,6
22862,15,18
22863,15,15
22864,15,25
22865,30,41
22866,15,22
22867,15,10
22868,30,32
22869,15,2
22870,30,45
22871,15,16
22872,30,27
22873,15,21
22874,15,0
22875,15,11
22876,15,10
22877,15,44
22878,15,16
22879,30,31
22880,30,36
22881,30,35
22882,15,29
22883,30,31
22884,15,17
22885,15,10
22886,15,0
22887,15,15
22888,30,0
22889,30,30
22890,15,13
22891,30,31
22892,15,20
22893,15,16
22894,30,36
22895,30,49
22896,15,16
22897,30,37
22898,15,16
22899,30,52
22900,30,36
22901,15,5
22902,15,8
22903,30,30
22904,15,21
22905,15,18
22906,15,18
22907,15,15
22908,15,29
22909,15,16
22910,15,30
22911,15,16
22912,15,16
22913,15,23
22914,30,30
22915,15,21
22916,15,17
22917,30,31
22918,30,31
22919,15,15
22920,15,1
22921,15,0
22922,30,25
22923,15,16
22924,15,25
22925,15,20
22926,30,39
22927,30,32
22928,30,35
22929,30,0
22930,15,3
22931,15,40
22932,15,15
22933,15,33
22934,15,17
22935,15,19
22936,15,20
22937,30,33
22938,15,13
22939,15,15
22940,15,16
22941,15,14
22942,15,1
22943,15,16
22944,30,31
22945,30,0
22946,15,11
22947,30,31
22948,15,13
22949,30,37
22950,15,21
22951,30,35
22952,15,9
22953,30,30
22954,15,24
22955,15,8
22956,15,15
22957,30,20
22958,15,16
22959,15,16
22960,30,31
22961,15,16
22962,30,35
22963,30,43
22964,15,16
22965,15,0
22966,15,2
22967,15,16
22968,30,32
22969,15,15
22970,15,14
22971,15,20
22972,15,16
22973,15,18
22974,30,30
22975,15,35
22976,30,31
22977,30,33
22978,30,34
22979,30,41
22980,15,14
22981,15,12
